FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,Avg household size,Population,Popdens
337,308547,12035,1256519758,221918898,Flagler County,Florida,2.62,107139,85.26646662
338,306911,12037,1411908386,1275539661,Franklin County,Florida,2.35,11736,8.312154044
339,306918,12039,1337194435,31686103,Gadsden County,Florida,2.47,46017,34.41309565
340,303633,12041,905705530,14362143,Gilchrist County,Florida,2.5,17615,19.44892619
341,295743,12043,2089129695,466706483,Glades County,Florida,2.71,13363,6.396443472
342,306917,12045,1433354005,494697662,Gulf County,Florida,2.55,16055,11.20100125
343,295736,12047,1330689567,13659798,Hamilton County,Florida,2.44,14269,10.72301185
344,295746,12049,1651329788,1439673,Hardee County,Florida,3.22,27228,16.48852955
345,307626,12051,2994619283,87037213,Hendry County,Florida,3.17,40127,13.3997
346,295751,12053,1224485109,301068594,Hernando County,Florida,2.46,182696,149.2023044
347,295756,12055,2634768891,231625544,Highlands County,Florida,2.44,102101,38.75140638
348,295757,12057,2646574869,631652995,Hillsborough County,Florida,2.63,1378883,521.0066098
349,295735,12059,1240232909,26393537,Holmes County,Florida,2.51,19430,15.66641222
350,307624,12061,1302203812,295578903,Indian River County,Florida,2.6,150984,115.9449839
351,295734,12063,2378066187,94242663,Jackson County,Florida,2.4,48472,20.38294824
352,295733,12065,1549012956,99610823,Jefferson County,Florida,2.04,14105,9.105798596
353,295732,12067,1407329178,11745117,Lafayette County,Florida,3.43,8744,6.213187459
354,308551,12069,2462296203,534178837,Lake County,Florida,2.55,335362,136.1988861
355,295758,12071,2025413418,1114617195,Lee County,Florida,2.61,718679,354.8307687
356,306916,12073,1727086019,90548394,Leon County,Florida,2.43,288102,166.8139264
357,295724,12075,2896211042,762907881,Levy County,Florida,2.41,39961,13.79768236
358,308549,12077,2164099093,19582444,Liberty County,Florida,2.9,8365,3.865349802
359,295731,12079,1804001485,49634046,Madison County,Florida,2.45,18474,10.24056807
360,295744,12081,1924706077,387507719,Manatee County,Florida,2.57,373853,194.2390085
361,306922,12083,4113955311,192320562,Marion County,Florida,2.48,348371,84.68030731
362,308550,12085,1408397026,542185816,Martin County,Florida,2.41,157581,111.8867742
363,295755,12086,4917746437,1378974993,Miami-Dade County,Florida,3.07,2715516,552.1870708
364,295759,12087,2546027976,7133356544,Monroe County,Florida,2.39,76325,29.97806808
365,295730,12089,1680074654,200051078,Nassau County,Florida,2.55,80578,47.960964
366,306915,12091,2409293012,393276379,Okaloosa County,Florida,2.52,200737,83.31780277
367,295760,12093,1991328272,318722514,Okeechobee County,Florida,2.73,40572,20.37434037
368,295750,12095,2337566033,260717886,Orange County,Florida,2.81,1321194,565.2007179
369,295748,12097,3438755923,461862673,Osceola County,Florida,3.4,338619,98.47136801
370,295761,12099,5090938139,1081432228,Palm Beach County,Florida,2.6,1446277,284.088504
371,295739,12101,1933862570,315412854,Pasco County,Florida,2.52,510593,264.0275519
372,295745,12103,709006650,866038559,Pinellas County,Florida,2.31,957875,1351.009895
373,295747,12105,4654624281,552319387,Polk County,Florida,2.84,668671,143.6573523
374,306910,12107,1885167077,256548277,Putnam County,Florida,2.52,72766,38.59923128
375,308371,12109,1555841585,571923268,St. Johns County,Florida,2.7,235503,151.366953
376,308372,12111,1480655751,300844500,St. Lucie County,Florida,2.68,305591,206.3889596
377,306914,12113,2622050626,418020795,Santa Rosa County,Florida,2.68,170442,65.00332156
378,295741,12115,1442282866,436195743,Sarasota County,Florida,2.25,412144,285.7580921
379,303665,12117,801344504,93079561,Seminole County,Florida,2.7,455086,567.9030651
380,295740,12119,1442915229,58825881,Sumter County,Florida,2.04,120999,83.85731716
381,295729,12121,1783342120,9593307,Suwannee County,Florida,2.81,43924,24.63015902
382,295728,12123,2702180641,489194665,Taylor County,Florida,2.47,22098,8.177839655
383,306913,12125,630806896,16049423,Union County,Florida,2.5,15239,24.1579477
384,306921,12127,2852206495,857789601,Volusia County,Florida,2.43,527634,184.9915148
385,306912,12129,1570616088,334902007,Wakulla County,Florida,2.56,31877,20.2958573
386,295727,12131,2687739968,522795375,Walton County,Florida,2.42,65858,24.50311443
387,295762,12133,1514305159,81008994,Washington County,Florida,2.57,24566,16.22262188
388,349113,13001,1316423274,10328007,Appling County,Georgia,2.68,18454,14.01828756
389,345784,13003,887636792,4701677,Atkinson County,Georgia,2.95,8265,9.311240898
390,344784,13005,735776071,4500457,Bacon County,Georgia,2.65,11228,15.26007768
391,342832,13007,885665383,18598654,Baker County,Georgia,2.3,3189,3.600682675
392,345255,13009,670027544,24802965,Baldwin County,Georgia,2.54,45286,67.58826619
393,349230,13011,601022383,4593262,Banks County,Georgia,2.8,18510,30.7975219
394,356976,13013,417082282,4909657,Barrow County,Georgia,3.03,76887,184.3449202
395,351604,13015,1190154672,27367870,Bartow County,Georgia,2.75,103620,87.06431394
396,351606,13017,647813388,9803109,Ben Hill County,Georgia,2.56,17154,26.47984793
397,326638,13019,1174239875,11670811,Berrien County,Georgia,2.57,19025,16.20197066
398,1672039,13021,645938974,14264343,Bibb County,Georgia,2.54,153490,237.6230669
399,347451,13023,559100774,8446773,Bleckley County,Georgia,2.71,12775,22.84919033
400,351605,13025,1147397684,10849168,Brantley County,Georgia,2.82,18561,16.17660577
401,345518,13027,1277108810,12188222,Brooks County,Georgia,2.44,15622,12.23231715
402,350496,13029,1133250591,43784915,Bryan County,Georgia,2.83,35885,31.66554713
403,350302,13031,1750692421,32839190,Bulloch County,Georgia,2.47,74782,42.71567016
404,347944,13033,2142010511,20584267,Burke County,Georgia,2.73,22550,10.52749269
405,352295,13035,475754781,11269640,Butts County,Georgia,2.57,23750,49.92067542
406,344074,13037,726191502,8271470,Calhoun County,Georgia,2.45,6428,8.851659627
407,1671316,13039,1632473254,392515252,Camden County,Georgia,2.64,52714,32.29088126
408,342852,13043,629520691,15018337,Candler County,Georgia,2.66,10827,17.19879927
409,326650,13045,1292475865,12301430,Carroll County,Georgia,2.73,116022,89.76724683
410,353230,13047,419998845,771159,Catoosa County,Georgia,2.67,66299,157.855196
411,357747,13049,2020415648,5963237,Charlton County,Georgia,3.31,12983,6.425905488
412,1694477,13051,1121783898,509841786,Chatham County,Georgia,2.54,287049,255.8861832
413,351012,13053,644226250,6276670,Chattahoochee County,Georgia,2.83,10767,16.71307246
414,352213,13055,811512396,570806,Chattooga County,Georgia,2.54,24817,30.5811718
415,1685718,13057,1090599861,34468397,Cherokee County,Georgia,2.8,241910,221.8137088
416,1672699,13059,308774405,4698758,Clarke County,Georgia,2.41,124602,403.5373333
417,344805,13061,506093883,56546975,Clay County,Georgia,2.45,3001,5.92972984
418,1672399,13063,366930141,6989148,Clayton County,Georgia,2.95,278666,759.4524648
419,351285,13065,2110829174,23303279,Clinch County,Georgia,2.51,6743,3.194479252
420,1686112,13067,879964563,12464091,Cobb County,Georgia,2.65,745057,846.6897774
421,347456,13069,1534043690,26812415,Coffee County,Georgia,2.73,42961,28.0050694
422,343936,13071,1416784215,24904291,Colquitt County,Georgia,2.92,45606,32.18979963
423,348865,13073,751293212,45394052,Columbia County,Georgia,3.13,147295,196.0552786
424,343878,13075,591237665,12755190,Cook County,Georgia,2.73,17184,29.06445414
425,326666,13077,1142008517,12693091,Coweta County,Georgia,2.73,140516,123.0428652
426,342918,13079,841521989,3988980,Crawford County,Georgia,2.62,12344,14.66866007
427,351607,13081,706189044,21457002,Crisp County,Georgia,2.69,22846,32.35111079
428,347465,13083,450605317,467844,Dade County,Georgia,2.45,16227,36.01155909
429,351312,13085,546042248,9272655,Dawson County,Georgia,2.72,23861,43.69808396
430,352234,13087,1546667777,67329701,Decatur County,Georgia,2.53,26833,17.34890996
431,1687424,13089,693405943,8955544,DeKalb County,Georgia,2.63,743187,1071.792083
432,348116,13091,1284516931,18550206,Dodge County,Georgia,2.45,20919,16.28549963
433,351608,13093,1016908429,12142109,Dooly County,Georgia,2.59,13905,13.67379756
434,351259,13095,851183464,15352849,Dougherty County,Georgia,2.5,91049,106.9675386
435,1686467,13097,518246643,2531970,Douglas County,Georgia,2.87,141840,273.6920768
436,345041,13099,1327626600,9702715,Early County,Georgia,2.5,10348,7.794360252
437,348092,13101,1088849470,809587,Echols County,Georgia,2.56,3994,3.668091972
438,350219,13103,1240066122,10679265,Effingham County,Georgia,2.85,58689,47.32731502
439,347828,13105,909338654,59876817,Elbert County,Georgia,2.53,19212,21.12744236
440,347508,13107,1762672231,24896323,Emanuel County,Georgia,2.58,22499,12.76414276
441,345923,13109,473694909,10295112,Evans County,Georgia,2.55,10727,22.64537743
442,351094,13111,1002402372,13668467,Fannin County,Georgia,2.37,24925,24.86526439
443,1687740,13113,503420082,12825181,Fayette County,Georgia,2.79,111369,221.2247862
444,353665,13115,1320434486,22384089,Floyd County,Georgia,2.6,96824,73.327379
445,1673358,13117,581585477,58452911,Forsyth County,Georgia,2.98,219880,378.0699634
446,349324,13119,677438935,12735191,Franklin County,Georgia,2.64,22514,33.23399178
447,1694833,13121,1364248547,19674940,Fulton County,Georgia,2.47,1021902,749.0585218
448,351260,13123,1103886887,12283371,Gilmer County,Georgia,2.55,29922,27.10603808
449,345642,13125,372299246,1832723,Glascock County,Georgia,2.65,3009,8.082208149
450,1671513,13127,1086631796,429153067,Glynn County,Georgia,2.44,83974,77.27916697
451,356672,13129,921598697,5729802,Gordon County,Georgia,2.77,56790,61.62118087
452,351261,13131,1177152222,14925881,Grady County,Georgia,2.74,24926,21.17483154
453,348672,13133,1004011853,48069851,Greene County,Georgia,2.4,16976,16.90816692
454,1688166,13135,1115127417,16080075,Gwinnett County,Georgia,3.11,902298,809.1434093
455,351383,13137,716980219,5802042,Habersham County,Georgia,2.75,44289,61.77157867
456,1686953,13139,1017824021,94056095,Hall County,Georgia,3.04,195961,192.5293528
457,348209,13141,1220058034,17479744,Hancock County,Georgia,1.97,8535,6.995568868
458,350637,13143,730804585,2616531,Haralson County,Georgia,2.57,28956,39.6220831
459,326700,13145,1201359255,23592423,Harris County,Georgia,2.72,33590,27.95999603
460,1687995,13147,601968095,63523958,Hart County,Georgia,2.47,25631,42.57866856
461,347067,13149,766640654,13190449,Heard County,Georgia,2.57,11677,15.23138636
462,1671894,13151,825296434,20290464,Henry County,Georgia,2.98,221307,268.1545574
463,1671693,13153,973983087,10007635,Houston County,Georgia,2.67,151682,155.7337104
464,352302,13155,917795231,21756147,Irwin County,Georgia,2.77,9268,10.09811305
465,349570,13157,879731646,8891394,Jackson County,Georgia,2.95,65755,74.74438404
466,346144,13159,954172363,13096043,Jasper County,Georgia,2.69,13784,14.44602729
467,1687999,13161,857073381,11603478,Jeff Davis County,Georgia,2.82,14991,17.49091774
468,345714,13163,1363760603,8070350,Jefferson County,Georgia,2.72,15772,11.56507965
469,342985,13165,899567326,13334498,Jenkins County,Georgia,2.57,8827,9.812495124
470,346664,13167,784815229,9256634,Johnson County,Georgia,2.82,9730,12.39782262
471,345367,13169,1020296440,3827967,Jones County,Georgia,2.69,28548,27.98010351
472,326713,13171,475264444,6044328,Lamar County,Georgia,2.71,18513,38.95305074
473,348102,13173,509026287,8423356,Lanier County,Georgia,2.7,10366,20.36437069
474,346568,13175,2090889583,28938930,Laurens County,Georgia,2.7,47418,22.6783855
475,343390,13177,921731013,15310683,Lee County,Georgia,2.73,29348,31.84009173
476,357095,13179,1337652375,222886508,Liberty County,Georgia,2.59,62108,46.43059823
477,1688000,13181,544884788,121513274,Lincoln County,Georgia,2.25,7799,14.31311751
478,326719,13183,1037013502,8855056,Long County,Georgia,3.22,18156,17.50796876
479,326720,13185,1287622180,34761960,Lowndes County,Georgia,2.73,114582,88.98728352
480,357196,13187,732816473,3279685,Lumpkin County,Georgia,2.62,31951,43.60027534
481,348794,13189,666848710,23114025,McDuffie County,Georgia,2.62,21498,32.23819688
482,356886,13191,1117201444,369176904,McIntosh County,Georgia,2.33,14120,12.63872337
483,346957,13193,1037709939,13841916,Macon County,Georgia,2.46,13480,12.99014252
484,1688004,13195,731225618,8461934,Madison County,Georgia,2.67,28900,39.52268532
485,344107,13197,947979449,3790127,Marion County,Georgia,2.52,8484,8.9495611
486,346892,13199,1298162538,10832501,Meriwether County,Georgia,2.55,21113,16.26375695
487,344088,13201,731471786,3211332,Miller County,Georgia,2.46,5836,7.978434865
488,343645,13205,1326483091,4314212,Mitchell County,Georgia,2.56,22432,16.91088273
489,343073,13207,1025872449,5643844,Monroe County,Georgia,2.65,27010,26.32880923
490,352276,13209,624563060,9191488,Montgomery County,Georgia,2.71,9036,14.46771444
491,346008,13211,899772835,18690549,Morgan County,Georgia,2.71,18235,20.26622642
492,1688005,13213,892235150,5719645,Murray County,Georgia,2.79,39557,44.33472499
493,357428,13215,560569943,11845684,Muscogee County,Georgia,2.6,196670,350.8393599
494,1673547,13217,709007143,14112186,Newton County,Georgia,2.87,106497,150.205821
495,356774,13219,477412565,5295410,Oconee County,Georgia,2.81,37017,77.53671083
496,351262,13221,1137166381,7707062,Oglethorpe County,Georgia,2.61,14784,13.00073608
497,349912,13223,808831878,5309335,Paulding County,Georgia,2.96,155840,192.6729203
498,343153,13225,389188326,2678496,Peach County,Georgia,2.47,26966,69.28779256
499,1673011,13227,601027920,1693769,Pickens County,Georgia,2.57,30832,51.29878159
500,349086,13229,881758989,7202170,Pierce County,Georgia,2.68,19164,21.73383004
501,346482,13231,559659547,8596897,Pike County,Georgia,2.92,18082,32.30892798
502,343585,13233,803751986,4688356,Polk County,Georgia,2.76,41621,51.78338682
503,347593,13235,645583955,5046606,Pulaski County,Georgia,2.55,11295,17.49578798
504,347246,13237,892721781,41451859,Putnam County,Georgia,2.46,21503,24.08701172
505,350547,13239,391703077,24158295,Quitman County,Georgia,2.44,2276,5.810523669
506,351489,13241,958658901,17838924,Rabun County,Georgia,2.44,16457,17.16668982
507,352242,13243,1109126228,6830041,Randolph County,Georgia,2.64,7087,6.389714553
508,358024,13245,839976498,11053834,Richmond County,Georgia,2.65,201463,239.8436152
509,357592,13247,336212812,5918273,Rockdale County,Georgia,2.89,89011,264.7460085
510,344129,13249,432287212,2373637,Schley County,Georgia,2.78,5211,12.05448566
511,350204,13251,1672540369,26152057,Screven County,Georgia,2.58,13990,8.364521574
512,351263,13253,615215134,49261828,Seminole County,Georgia,2.51,8437,13.71390191
513,353055,13255,507595644,9399070,Spalding County,Georgia,2.63,64719,127.5010942
514,350028,13257,463996898,13074870,Stephens County,Georgia,2.63,25676,55.33657684
515,347360,13259,1188153055,12598484,Stewart County,Georgia,2.2,6042,5.085203438
516,343504,13261,1250630094,25227638,Sumter County,Georgia,2.4,30352,24.26936641
517,326757,13263,1013662793,8766848,Talbot County,Georgia,2.3,6378,6.292033252
518,347654,13265,504031037,1915743,Taliaferro County,Georgia,2.71,1665,3.303368003
519,347445,13267,1245318484,19498437,Tattnall County,Georgia,2.3,25353,20.35864747
520,344156,13269,975612271,7802362,Taylor County,Georgia,2.34,8193,8.397803352
521,356958,13271,1132621097,17356399,Telfair County,Georgia,2.6,16115,14.22805918
522,352238,13273,869559691,5087422,Terrell County,Georgia,2.63,8859,10.18791475
523,343835,13275,1410531714,19706578,Thomas County,Georgia,2.53,44730,31.7114458
524,344090,13277,675731947,20428670,Tift County,Georgia,2.56,40510,59.94980729
525,345220,13279,942776960,18088022,Toombs County,Georgia,2.56,27048,28.68971257
526,351252,13281,431139160,13793109,Towns County,Georgia,2.22,11417,26.48100906
527,347505,13283,516529388,7805619,Treutlen County,Georgia,2.39,6777,13.12026026
528,1673298,13285,1072274464,82761542,Troup County,Georgia,2.74,69774,65.07102644
529,343238,13287,739222164,11823691,Turner County,Georgia,2.51,7962,10.77078095
530,345456,13289,930477275,8741054,Twiggs County,Georgia,2.71,8284,8.902957893
531,353193,13291,834197336,18082752,Union County,Georgia,2.45,22775,27.30169352
532,346759,13293,837774875,10585407,Upson County,Georgia,2.52,26216,31.29241612
533,354216,13295,1156145261,1672676,Walker County,Georgia,2.62,68824,59.52885189
534,351264,13297,846381028,8314727,Walton County,Georgia,2.87,90132,106.4910448
535,357722,13299,2328846491,22829439,Ware County,Georgia,2.38,35599,15.28610844
